Donor,donorcountryid
Kenyan Red Cross Society,Total DAC
Ethiopian Red Cross Society,Total DAC
Djibouti Red Crescent Society,Total DAC
Slovak Red Cross,Total DAC
Burundi Red Cross,Total DAC
Red Cross of Serbia,Total DAC
Croatian Red Cross,Total DAC
Malaysia Red Crescent Society,Total DAC
Liechtenstein Red Cross,Total DAC
Luxembourg Red Cross,Total DAC
Barbados Red Cross Society,Total DAC
Cook Islands Red Cross Society,Total DAC
Suriname Red Cross,Total DAC
Albanian Red Cross,Total DAC
Bangladesh Red Crescent Society,Total DAC
Belize Red Cross Society,Total DAC
Bolivian Red Cross,Total DAC
Red Cross Society of Bosnia and Herzegovina,Total DAC
Brazilian Red Cross,Total DAC
Colombian Red Cross Society,Total DAC
Ecuadorian Red Cross,Total DAC
Salvadorean Red Cross Society,Total DAC
Honduran Red Cross,Total DAC
Latvian Red Cross,Total DAC
"Red Cross of The Former Yugoslav Republic of Macedonia, The",Total DAC
Lithuanian Red Cross Society,Total DAC
Micronesia Red Cross,Total DAC
Papua New Guinea Red Cross Society,Total DAC
Paraguayan Red Cross,Total DAC
Portuguese Red Cross,Total DAC
Romanian Red Cross,Total DAC
South African Red Cross Society,Total DAC
Fiji Red Cross Society,Total DAC
Palau Red Cross Society,Total DAC
Ukrainian Red Cross Society,Total DAC
Jamaica Red Cross,Total DAC
Uruguayan Red Cross,Total DAC
Algerian Red Crescent,Total DAC
Bahamas Red Cross Society,Total DAC
Argentine Red Cross,Total DAC
Czech Red Cross,Total DAC
Guyana Red Cross Society,Total DAC
Jordan National Red Crescent Society,Total DAC
Lebanese Red Cross,Total DAC
Polish Red Cross,Total DAC
Russian Red Cross Society,Total DAC
Samoa Red Cross Society,Total DAC
Trinidad and Tobago Red Cross Society,Total DAC
Vanuatu Red Cross Society,Total DAC
Venezuelan Red Cross,Total DAC
Pakistan Red Crescent Society,Total DAC
Cambodian Red Cross,Total DAC
Nepal Red Cross Society,Total DAC
Palestine Red Crescent Society,Total DAC
Belarusian Red Cross,Total DAC
Sri Lanka Red Cross Society,Total DAC
Red Crescent Society of Kyrgyzstan,Total DAC
Bulgarian Red Cross,Total DAC
Kuwaiti Society for Relief,Total DAC
Afghan Red Crescent,Total DAC
Afghan Red Crescent Society,Total DAC
Algerian Red Crescent Society,Total DAC
Angola Red Cross,Total DAC
Argentina Red Cross,Total DAC
Armenian Red Cross Society,Total DAC
Australia Red Cross,Total DAC
Azerbaijan Red Crescent,Total DAC
Bahamas Red Cross,Total DAC
Bahrain Red Crescent,Total DAC
Barbados Red Cross,Total DAC
Belarus Red Cross,Total DAC
Belgium Red Cross,Total DAC
Belize Red Cross,Total DAC
Bolivia Red Cross,Total DAC
Bosnian Red Crescent Society,Total DAC
Botswana Red Cross,Total DAC
Brazil Red Cross,Total DAC
British Red Cross Society,Total DAC
Bulgaria Red Cross,Total DAC
Burkina Faso Red Cross,Total DAC
Burkinabe Red Cross Society,Total DAC
Cambodia Red Cross,Total DAC
Cameroon Red Cross Society,Total DAC
Cape Verde Red Cross,Total DAC
Central African Red Cross,Total DAC
Central African Red Cross Society,Total DAC
Chad Red Cross,Total DAC
Chile Red Cross,Total DAC
China Red Cross Society,Total DAC
Colombia Red Cross,Total DAC
"Comoros Red Crescent, The",Total DAC
Cook Islands Red Cross,Total DAC
Costa Rican Red Cross,Total DAC
Croatia Red Cross,Total DAC
Croix Rouge Katanga,Total DAC
Croix Rouge RDC,Total DAC
Cruz Roja Costariricense,Total DAC
Curaçao Red Cross,Total DAC
Czech Rep. Red Cross,Total DAC
Djibouti Red Cross,Total DAC
"DRK, ICRC, IFRC (details not yet provided)",Total DAC
Ecuador Red Cross,Total DAC
Egyptian Red Crescent,Total DAC
El Salvador Red Cross,Total DAC
Ethiopian Red Cross,Total DAC
Fiji Red Cross,Total DAC
Finland Red Cross,Total DAC
Finnish Red Cross/Cambodian Red Cross,Total DAC
Flanders InterNational Red Cross Society,Total DAC
Georgian Red Cross,Total DAC
Greece Red Cross,Total DAC
Guatemalan Red Cross ,Total DAC
Guyana Red Cross,Total DAC
Haiti Red Cross,Total DAC
Haitian National Red Cross Society,Total DAC
Honduras Red Cross,Total DAC
Hong Kong Red Cross,Total DAC
Hungary Red Cross,Total DAC
Iceland Red Cross,Total DAC
India Red Cross,Total DAC
Indian Red Cross Society,Total DAC
Indonesia Red Crescent,Total DAC
Indonesian Red Crescent Society,Total DAC
Iran Red Crescent,Total DAC
Iraqi Red Crescent Society,Total DAC
Ireland Red Cross,Total DAC
Italy Red Cross,Total DAC
Japanese Red Cross,Total DAC
Jordanian Red Crescent,Total DAC
Kazakh Red Crescent Society,Total DAC
Kazakhstan Red Crescent,Total DAC
Kenya Red Cross,Total DAC
KESI,Total DAC
Korea Red Cross (DPR of) ,Total DAC
Korea Red Cross (Republic of) ,Total DAC
Kyrgyzstan Red Crescent,Total DAC
Lao Red Cross,Total DAC
Latvia Red Cross,Total DAC
Liberian Red Cross,Total DAC
Liberian Red Cross Society,Total DAC
Lithuania Red Cross,Total DAC
"Macedonia, FYR Red Cross",Total DAC
Madagascar Red Cross,Total DAC
Malagasy Red Cross,Total DAC
Malagasy Red Cross Society,Total DAC
Malawi Red Cross,Total DAC
Malaysia Red Cross,Total DAC
Maldive Red Cross,Total DAC
Mali Red Cross,Total DAC
Malta Red Cross,Total DAC
Mauritanian Red Crescent,Total DAC
Mauritius Red Cross,Total DAC
Mexico Red Cross,Total DAC
Monaco Red Cross,Total DAC
Mongolia Red Cross,Total DAC
Mongolian Red Cross,Total DAC
Morocco Red Crescent,Total DAC
Mozambique Red Cross,Total DAC
Mozambique Red Cross Society,Total DAC
Myanmar Red Cross,Total DAC
Myanmar Red Cross Society,Total DAC
Namibian Red Cross,Total DAC
Nicaragua Red Cross,Total DAC
Nicaraguan Red Cross,Total DAC
Niger Red Cross,Total DAC
Nigeria Red Cross,Total DAC
Nigerian Red Cross Society,Total DAC
Norway Red Cross,Total DAC
Organization of Arab Red Crescent and Red Cross Society,Total DAC
Pakistan Red Crescent,Total DAC
Palau Red Cross,Total DAC
Palestinian Red Crescent Society,Total DAC
Panamanian Red Cross,Total DAC
Papua New Guinea Red Cross,Total DAC
Paraguay Red Cross,Total DAC
Peru Red Cross,Total DAC
Peruvian Red Cross,Total DAC
Philippine Red Cross ,Total DAC
Philippines National Red Cross ,Total DAC
Poland Red Cross,Total DAC
Portugal Red Cross,Total DAC
Qatar Red Crescent,Total DAC
Red Crescent Society of Azerbaijan,Total DAC
Red Crescent Society of Djibouti,Total DAC
Red Crescent Society of Tajikistan,Total DAC
Red Crescent Society of Uzbekistan,Total DAC
Red Cross,Total DAC
Red Cross of Cape Verde,Total DAC
Red Cross of Chad,Total DAC
Red Cross of Montenegro,Total DAC
Red Cross of the Democratic Republic of the Congo,Total DAC
Red Cross Society of Georgia,Total DAC
Red Cross Society of Niger,Total DAC
Red Cross Society of Panama,Total DAC
Red Cross Society of the Democratic People's Republic of Korea,Total DAC
Red Cross Society of the Republic of Moldova,Total DAC
RedR UK,Total DAC
RKV - Flemish Red Cross,Total DAC
Romania Red Cross,Total DAC
Russia Red Cross,Total DAC
Rwanda Red Cross ,Total DAC
Rwandan Red Cross ,Total DAC
Samoa Red Cross,Total DAC
Saudi Red Crescent ,Total DAC
Serbia and Montenegro Red Cross,Total DAC
Seychelles Red Cross,Total DAC
Singapore Red Cross,Total DAC
Solomon Islands Red Cross,Total DAC
Somali Red Crescent Society,Total DAC
South African Red Cross,Total DAC
Sri Lanka Red Cross,Total DAC
Sudan Red Crescent,Total DAC
Sudan Red Crescent Society,Total DAC
Sudanese Red Crescent,Total DAC
Swedish Red Cross ,Total DAC
Syrian Arab Red Crescent,Total DAC
Syrian Red Crescent Society,Total DAC
Tajikistan Red Crescent Society,Total DAC
Tanzanian Red Cross,Total DAC
Togolese Red Cross,Total DAC
Tonga Red Cross Society,Total DAC
Trinidad & Tobago Red Cross,Total DAC
Tunisia Red Cross,Total DAC
Turkey Red Crescent,Total DAC
Uganda Red Cross,Total DAC
Ukraine Red Cross,Total DAC
United Arab Emirates Red Crescent,Total DAC
United Kingdom Red Cross ,Total DAC
Uruguay Red Cross,Total DAC
Vanuatu Red Cross,Total DAC
Venezuela Red Cross,Total DAC
Viet Nam Red Cross,Total DAC
Yemen Red Crescent Society,Total DAC
Zambia Red Cross Society,Total DAC
IMPACT Initiatives,Total DAC
"Episcopal Conference, Peru",Total DAC
Imperial College,Total DAC
IDRC,Total DAC
Monterey Institute of International Studies,Total DAC
First Moscow Gymnasium,Total DAC
Swiss Academy of Development,Total DAC
"Sunnaas sykehus HF, Forskningsavdelingen",Total DAC
DIOTIMA Centre of research on Women's Issues,Total DAC
AABO AKADEMI UNIVERSITY,Total DAC
Abo Akademi University,Total DAC
Abt Associates,Total DAC
Academy Charity Teaching Hospital,Total DAC
Academy for Educational Development,Total DAC
Afghan Research and Evaluation Unit,Total DAC
Agricultural Research Corporation,Total DAC
American Institutes for Research,Total DAC
AMMAN CENTER HUMAN RIGHTS STUDIES,Total DAC
Applied Research Institute Jerusalem,Total DAC
AREU - Afghan Research and Evaluation Unit,Total DAC
Award,Total DAC
Berne University,Total DAC
BGR - German Federal Institute for Geosciences and Natural Resources ,Total DAC
Bjerknes Centre for Climate Research,Total DAC
B'Tselem - the Israeli Information Center for Human Rights in the Occupied Territories,Total DAC
Burnet Institute,Total DAC
Carl Duisberg Gesellschaft,Total DAC
CDE - University Berne,Total DAC
CEDI,Total DAC
Center for  Civil Military Relations,Total DAC
Center for Applied Linguistics,Total DAC
Center for Culture and Development,Total DAC
Center for Disease Control and Prevention,Total DAC
Center for Research on the Epidemiology of Disasters,Total DAC
Center for Women’s Legal Research and Consulting,Total DAC
Centre canadien d'étude et de coopération InterNationale (CECI),Total DAC
Centre d'action pour le dévéloppement,Total DAC
Centre de Développement Intégral (CDI/Yakoma),Total DAC
"Centre de Recherche en Astronomie, Astrophysique et Geophysique",Total DAC
Centre de Recherche et d'Appui aux Initiatives de Développement Intégré,Total DAC
Centre d'Enseignement et de Recherche en Action Humanitaire,Total DAC
Centre for Civil and Political Rights,Total DAC
Centre for Humanitarian Dialogue,Total DAC
Centre for InteNational Political Studies,Total DAC
Centre for InterNational Political Studies,Total DAC
Centre for InterNational Studies and Cooperation ,Total DAC
Centre for Peacekeeping and Community Development,Total DAC
Centre for Research on the Epidemiology of Disasters,Total DAC
Centre pour la Promotion de la Sante,Total DAC
Centrum voor Afrikaanse Cultuur,Total DAC
Child Rights Information Network,Total DAC
Collegio Universitario Aspirante e Medici Missionari,Total DAC
Comité d’Appui à l’Auto Promotion,Total DAC
Consultative Group on InterNational Agricultural Research,Total DAC
Danish Bilharziasis Laboratory,Total DAC
Danish Institute for Human Rights,Total DAC
Danish Production School,Total DAC
Daystar Christian Centre,Total DAC
Demos Institute,Total DAC
Development Initiatives,Total DAC
Diplomatische Akademie Wien,Total DAC
Ecole Polytechnique Fédérale De Lausanne,Total DAC
Economic & Social Development Centre of Palestine,Total DAC
Economic Research Forum,Total DAC
Education Development Center,Total DAC
EQUITAS - InterNational Centre for Human Rights Education,Total DAC
FAFO ,Total DAC
Feinstein Center,Total DAC
Fiji Institution of Engineers,Total DAC
Fleet Forum,Total DAC
Florida InterNational University,Total DAC
Forced Migration Review,Total DAC
Fundación para las Relaciones Internacionales y el Diálogo Exterior,Total DAC
Geneva Institute for Human Rights,Total DAC
GeoForschungsZentrum Potsdam,Total DAC
GFZ German Research Centre,Total DAC
Global 2000 of the Carter Centre,Total DAC
Global Centre for the Responsibility to Protect,Total DAC
Global Public Policy Institute,Total DAC
Global Reporting Initiative,Total DAC
GROUPE URD,Total DAC
Harvard University,Total DAC
Heartland Alliance International,Total DAC
Helse Bergen HF,Total DAC
Heritage Foundation,Total DAC
Høgskolen i Oslo,Total DAC
Høyskolen i Buskerud,Total DAC
Høyskolen i Oslo,Total DAC
Humane Society of the United States,Total DAC
Humanitarian Outcomes,Total DAC
Humanitarian Policy and Conflict Research,Total DAC
Humanitarian Policy Group,Total DAC
IBIS,Total DAC
ICIMOD,Total DAC
ILP-InterNational Law and Policy Group,Total DAC
INETER,Total DAC
"Information Technology Outreach Services, U of Georgia",Total DAC
INST. UNIV. DE HAUTES ETUDES INT.,Total DAC
Institute for Human Rights and Business,Total DAC
Institute for InterNational Social Affairs,Total DAC
Institute of Development Studies,Total DAC
Instituto Cabo Verdiano de Accao Social Escolar,Total DAC
Instituto de Estudios del Hambre ,Total DAC
Instituto Sou da Paz,Total DAC
Institutt for Journalistikk,Total DAC
Institutt for Sosiologi og Samfunnsgeografi,Total DAC
InterNational Agricultural Research Center,Total DAC
InterNational Center for Agricultural Research in Dry Areas ,Total DAC
InterNational Center for Integrated Mountain Development,Total DAC
"InterNational Centre for Diarrhoeal Disease Research, Bangladesh",Total DAC
InterNational Centre for Migration Policy Development,Total DAC
InterNational Centre for Transitional Justice,Total DAC
InterNational Council on Human Rights Policy,Total DAC
International Initiative for Impact Evaluation (3ie),Total DAC
InterNational Institute of Rural Reconstruction ,Total DAC
InterNational Institute of Tropical Agriculture,Total DAC
InterNational Institute of Tropical Agriculture ,Total DAC
International Law and Policy Institute,Total DAC
InterNational NGO Training and Research Centre,Total DAC
InterNational Peace Academy,Total DAC
InterNational Peace and Cooperation Center (IPCC),Total DAC
InterNational Peace Research Institute,Total DAC
InterNational Potato Center,Total DAC
InterNational Security Sector Advisory Team,Total DAC
Irish Centre for Human Rights,Total DAC
Irish Research Council for the humanities and Social Councils,Total DAC
Islamic Centre of Tucson,Total DAC
ISPED,Total DAC
ISS - Institute for Security Studies,Total DAC
IUED,Total DAC
John Hopkins Center for Communication Programs,Total DAC
John Hopkins University,Total DAC
Joint Research Centre,Total DAC
"Karolinska Institutet, Department of Public Health Sciences",Total DAC
Kepal Perempuan,Total DAC
Khartoum Teaching Hospital,Total DAC
Kings College London,Total DAC
Land Research Center ,Total DAC
Life and Peace Institute,Total DAC
LPDS - Dr. Soetomo Press Institute,Total DAC
Ludwig Boltzmann Institute of Human Rights,Total DAC
MA'AN Development Center,Total DAC
Marshall Legacy Institute,Total DAC
Medical Research Council,Total DAC
Milinda Moragoda institute for people's empowerment,Total DAC
Missionsärztliches Institut Würzburg,Total DAC
Nasjonalt Folkehelseinstitutt,Total DAC
National Society for Earthquake Technology,Total DAC
Naval Medical Research Unit,Total DAC
Nobels Fredssenter,Total DAC
Non-Aligned Movement Institute for the Empowerment of Women,Total DAC
Nordic Demining Research Forum,Total DAC
Nordic Institute of Asian Studies,Total DAC
Norges Geotekniske Institutt,Total DAC
Norsk Ressursbank for demokrati og menneskerettigheter,Total DAC
Norsk senter for menneskerettigheter,Total DAC
North-South Institute,Total DAC
NTNU,Total DAC
NUPI - Norsk utenr.pol. inst. ,Total DAC
"Organization for Refuge, Asylum and Migration",Total DAC
österreichisches Nord-Süd-Institut,Total DAC
Overseas Development Institute,Total DAC
Oxford Research Group,Total DAC
Oxford University,Total DAC
Palestinian Farmers Association,Total DAC
PCPM - Polish Center for InterNational Aid,Total DAC
Peace and Conflict Institution,Total DAC
"Population Leadership Program, the University of Washington",Total DAC
"PRIO - InterNational Peace Research Institute, Oslo",Total DAC
PUNTO SUD,Total DAC
Raoul Wallenberg Institute of Human Rights and Humanitarian Law,Total DAC
Refugee Studies Centre,Total DAC
Remedial English and Science Course Centre,Total DAC
Research Council of Norway,Total DAC
Rural Reconstruction Nepal,Total DAC
Samisk Høgskole,Total DAC
San Remo Institute for Humanitarian Law,Total DAC
"Seismic Research Unit, Univ. of West Indies",Total DAC
Senter for Krisepsykologi,Total DAC
"Senter for kunnskap og likestilling, Kvinneuniversitetet Nord",Total DAC
SHA/National Autonomous University of Nicaragua,Total DAC
SIPRI,Total DAC
Small Arms Survey,Total DAC
Société Algérienne de Recherche en Psychologie,Total DAC
SPHERE,Total DAC
Stockholm InterNational Peace Research Institute,Total DAC
Swiss Academy for Military and Disaster Medicine,Total DAC
Swisspeace,Total DAC
The Carter Centre ,Total DAC
The Cuny Center,Total DAC
The Graduate Center,Total DAC
The Harvard Program on Humanitarian Policy and Conflict Research,Total DAC
The Hebrew University of Jerusalem,Total DAC
Tingting Huang,Total DAC
Tromsø Mineskadesenter/Tromsoe Mine Victim Resource Center,Total DAC
Tsunami Evaluation Coalition,Total DAC
Tufts University,Total DAC
Tulane University,Total DAC
Unité de Recherche et d'Action Médico Légale,Total DAC
United Islamic Center,Total DAC
Universal Rights Group,Total DAC
Universidad de Chile,Total DAC
Universidad de Las Villas,Total DAC
"Universidad Nacional a Distancia, Costa Rica",Total DAC
Universidad Nacional Autonoma de Honduras,Total DAC
Universitetet i Oslo,Total DAC
University of Capetown,Total DAC
University of Colorado,Total DAC
University of Geneva,Total DAC
University of Miami,Total DAC
University of Nebraska,Total DAC
University of Neuchâtel,Total DAC
University of Oxford - Refugee Studies Centre,Total DAC
University of Rhode Island/SUCCESS LWA,Total DAC
UniverSud-Liège,Total DAC
Wilton Park,Total DAC
World Agency of Planetary Monitoring and Earthquake Risk Reduction,Total DAC
World Agroforestry Centre,Total DAC
World Congress Against the Death Penalty,Total DAC
World University Service,Total DAC
WorldFish,Total DAC
ZIF - Center for InterNational Peace Operations,Total DAC
Office for Intellectual Freedom,Total DAC
REACH Initiative,Total DAC
Syria Cross-border Humanitarian Fund,Total DAC
Pakistan Humanitarian Fund,Total DAC
Sudan Humanitarian Fund,Total DAC
occupied Palestinian territory Humanitarian Fund,Total DAC
Haiti Humanitarian Fund,Total DAC
Kenya ERF (until 2014),Total DAC
Afghanistan ERF (until 2014),Total DAC
Yemen Humanitarian Fund,Total DAC
Zimbabwe ERF (until 2014),Total DAC
Democratic Republic of the Congo Humanitarian Fund,Total DAC
Central African Republic Humanitarian Fund,Total DAC
Somalia Humanitarian Fund,Total DAC
"Congo, Democratic Republic of the ERF (until 2013)",Total DAC
Ethiopia Humanitarian Fund,Total DAC
Colombia Humanitarian Fund,Total DAC
Indonesia ERF (until 2014),Total DAC
Myanmar Humanitarian Fund,Total DAC
Iraq Humanitarian Fund,Total DAC
Somalia ERF (until 2012),Total DAC
South Sudan Humanitarian Fund,Total DAC
South Sudan ERF (until 2014),Total DAC
Lebanon Humanitarian Fund,Total DAC
Jordan Humanitarian Fund,Total DAC
Syrian Arab Republic Humanitarian Fund,Total DAC
Uganda ERF (until 2010),Total DAC
Afghanistan Humanitarian Fund,Total DAC
Turkey Humanitarian Fund,Total DAC
Nigeria Humanitarian Fund,Total DAC
CHF - ERF funds transfer,Total DAC
CHF Sudan/South Sudan Funding,Total DAC
Common Humanitarian Fund,Total DAC
Democratic Republic of the Congo Humanitarian Func,Total DAC
Emergency Response Fund (OCHA),Total DAC
ERF Recipients Outside Appeals,Total DAC
Zimbabwe CHF,Total DAC
Nepal ERF,Total DAC
Central Emergency Response Fund,Total DAC
Thani Bin Abdullah Bin Thani Al-Thani Humanitarian Fund,Total DAC
Global Partnership for Education,Total DAC
IOM Development Fund,Total DAC
Wellspring International,Total DAC
Nous Cims,Total DAC
Federation Internationale de Football Association (FIFA),Total DAC
Fondation Chanel,Total DAC
Frantz Hoffman Foundation,Total DAC
Leopold Bachmann Foundation,Total DAC
Hilti Foundation,Total DAC
Disasters Emergency Committee Cyclone Idai,Total DAC
The Resource Foundation,Total DAC
Fondation Assistance Internationale,Total DAC
CanDO Transforming Humanitarian Action,Total DAC
Hands Up Foundation,Total DAC
Korean Welfare Foundation,Total DAC
Eugene Bell Foundation,Total DAC
Lions Clubs International Foundation,Total DAC
UN Foundation,Total DAC
Deutsche Stiftung,Total DAC
International Corn Foundation,Total DAC
Packard Foundation,Total DAC
Fundacion Paz - Holandesa,Total DAC
Singapore International Foundation,Total DAC
Fondation Internationale Carrefour,Total DAC
Soros Foundation Open Society Institute,Total DAC
Bill and Melinda Gates Foundation,Total DAC
Dark & Light Foundation,Total DAC
International Youth Foundation,Total DAC
Cisco Foundation,Total DAC
"Gift of the Givers Foundation (Pietermaritzburg, RSA)",Total DAC
ZAYED Foundation,Total DAC
Sweet Mickey Foundation,Total DAC
William and Flora Hewlett Foundation,Total DAC
Tzu Chi Foundation,Total DAC
ADC Foundation,Total DAC
Netherlands Refugee Foundation,Total DAC
Open Society Institute Assistance Foundation,Total DAC
Juffali Foundation,Total DAC
Pan American Health and Education Foundation,Total DAC
Children of Peru Foundation (New York),Total DAC
Conrad N. Hilton Foundation,Total DAC
Floridon Foundation,Total DAC
Western Union Foundation,Total DAC
Foundation Vida Peru,Total DAC
JT International Foundation,Total DAC
SAFRA Edmond J. Philanthropic Foundation,Total DAC
Kingdom Foundation,Total DAC
UPS Foundation,Total DAC
Motorola Foundation,Total DAC
Charles Schwab Foundation,Total DAC
Baxter International Foundation,Total DAC
Tides Foundation,Total DAC
Stavros Niarchos Foundation,Total DAC
The Sigrid Rausing Trust,Total DAC
Digicel Foundation,Total DAC
Alexander Bodini Foundation,Total DAC
Khoo Teck Puat Foundation,Total DAC
Khalifa Bin Zayed Al Nahyan Foundation,Total DAC
General Motors Foundation,Total DAC
Jordanian River Society,Total DAC
Mohamed Bin Rashid Al Maktoum Humanitarian and Charity Establishment,Total DAC
Sultan Haji Hassanal Bolkiah Foundation,Total DAC
Sheikh Mohammad Shami Foundation,Total DAC
"ARIGATOU FOUNDATION, JAPAN",Total DAC
"CVS Caremark Charitable Trust, Inc.",Total DAC
Starbucks Foundation,Total DAC
Children's Investment Fund Foundation,Total DAC
BP Foundation,Total DAC
General Mills Foundation,Total DAC
IKEA Foundation,Total DAC
Levi Strauss Foundation,Total DAC
Medtronic Foundation,Total DAC
Lindner Foundation Uganda,Total DAC
Jolie-Pitt Foundation,Total DAC
Sheikh Thani bin Abdullah Foundation for Humanitarian Services,Total DAC
King Salman Humanitarian Aid and Relief Center,Total DAC
Medicor Foundation,Total DAC
"INTERVIDA FOUNDATION, SPAIN",Total DAC
Stromme Foundation,Total DAC
Sprint Foundation,Total DAC
COFRA,Total DAC
Elena Trevisanato Onlus Foundation,Total DAC
Museke Foundation,Total DAC
Butterfly Onlus Foundation,Total DAC
The Asfari Foundation,Total DAC
Education Above All Foundation,Total DAC
Robert Wood Johnson Foundation,Total DAC
Alcoa Foundation,Total DAC
ArcelorMittal Foundation,Total DAC
Foundation-NL,Total DAC
Virgin Unite,Total DAC
Rockefeller Foundation,Total DAC
Paul G. Allen,Total DAC
Open Society Foundations,Total DAC
Legatum Foundation,Total DAC
Cigna Foundation,Total DAC
Aliko Dangote's Foundation,Total DAC
Tony Elumelu Foundation,Total DAC
WELLCOME TRUST,Total DAC
Taiwan International Cooperation and Development Fund,Total DAC
IDeA Foundation,Total DAC
Ford Foundation,Total DAC
Repsol Foundation,Total DAC
Walmart Foundation,Total DAC
Mastercard Foundation,Total DAC
PepsiCo Foundation,Total DAC
Oak Foundation,Total DAC
Kulczyk Foundation,Total DAC
The Kvinna till Kvinna Foundation,Total DAC
The Nando and Elsa Peretti Foundation,Total DAC
King Abdullah Foundation,Total DAC
Radiohjälpen (Radio Aid Sweden),Total DAC
Pope for Ukraine,Total DAC
LEGO Foundation,Total DAC
Humanity United,Total DAC
Heinrich Böll Foundation,Total DAC
Stichting Vluchteling,Total DAC
Brother's Brother Foundation,Total DAC
Aga Khan Foundation,Total DAC
The Asia Foundation,Total DAC
Human Rights and Humanitarian Assistance Foundation,Total DAC
Foundation for Co-existence,Total DAC
Solidaridad Internacional,Total DAC
Fondation de France,Total DAC
Fondation Suisse pour le Déminage,Total DAC
Pan American Development Foundation,Total DAC
Kimse Yok Mu Solidarity Foundation,Total DAC
Swiss Solidarity,Total DAC
FUNDACION LA CAIXA (FLC),Total DAC
Help Syria through the Winter Foundation,Total DAC
AAPKI Foundation,Total DAC
Abdel Mohsen Qattan Foundation,Total DAC
Aetna Foundation,Total DAC
Airbus Foundation,Total DAC
Al Maktoum Foundation,Total DAC
Al-Khidmat Foundation,Total DAC
Allstate Foundation,Total DAC
Al-Sabeel Foundation for Social Development,Total DAC
AMAR Foundation,Total DAC
America's Development Foundation ,Total DAC
AMITY FOUNDATION,Total DAC
Annie E. Casey Foundation,Total DAC
Antares Foundation,Total DAC
Architectes de l'urgence,Total DAC
Asia Foundation,Total DAC
Association libanaise de l'Ordre de Malte,Total DAC
AT&T Foundation,Total DAC
Atlantic Philanthropies,Total DAC
ATLAS,Total DAC
Auschwitz-Birkenau Foundation,Total DAC
Awaz Foundation Pakistan Center for Development Services,Total DAC
"Balay Mindanaw Foundation, Inc.",Total DAC
Barclay's Foundation,Total DAC
Benfica Foundation,Total DAC
Bernard van Leer Foundation,Total DAC
Best Buy Children's Foundation,Total DAC
"Blue Cross and Blue Shield of Minnesota Foundation, Inc.",Total DAC
Boston Foundation,Total DAC
Boston Foundation (Ansara Family Fund),Total DAC
Buddhist Compassion Relief Tzu Chi Foundation,Total DAC
Build-A-Bear Workshop Foundation,Total DAC
Burton D. Morgan Foundation,Total DAC
Buuck Family Foundation,Total DAC
CAN FOUNDATION ,Total DAC
Canada Safeway Foundation,Total DAC
Canadian Relief Foundation,Total DAC
CareSource Foundation,Total DAC
Carnegie Corporation of New York,Total DAC
Center for Citizenship Education,Total DAC
Central Ecuatoriana de Servicios Agricolas,Total DAC
Central Minnesota Community Foundation ,Total DAC
Centre for Safety and Development,Total DAC
Child Development Foundation,Total DAC
Chrysler Foundation,Total DAC
Cleveland Foundation,Total DAC
Clinton Foundation,Total DAC
Coastal Community Foundation of South Carolina,Total DAC
Community Foundation for Southern Arizona,Total DAC
Community Foundation of Broward,Total DAC
Cummins Foundation,Total DAC
Democratic Control of Armed Forces,Total DAC
Department of Ecumenical Relations and Development,Total DAC
Dinah Falala & Phoebe Sandi Foundation,Total DAC
East Bay Community Foundation,Total DAC
eBay Foundation,Total DAC
Edith Wilkins Hope Foundation,Total DAC
"Education, Health, Social Awareness and Rehabilitation Foundation",Total DAC
Equilibre,Total DAC
Ernesto Sabato Foundation,Total DAC
Esperanza InterNational Foundation,Total DAC
Euro-Mediterranean Foundation of Support to Human Rights Defenders,Total DAC
European Meeting Centre - Nowy Staw Foundation,Total DAC
"F. M. Kirby Foundation, Inc.",Total DAC
FAIRMED Foundation,Total DAC
Fairmount Minerals Foundation,Total DAC
FICASE,Total DAC
Fondasyon Kole Zepol,Total DAC
Fondation Chreschte mam Sahel,Total DAC
Fondation Femmes plus,Total DAC
Fondation Hirondelle,Total DAC
Fondation Luxembourgeoise Raoul Follereau,Total DAC
Fondation Meninos e Meninas de Rua,Total DAC
Fondation Mérieux,Total DAC
Fondation Orient Occident ,Total DAC
FONDATION POUR L INSTITUT,Total DAC
Fondation pour le Développement et l'Encadrement des Familles Haitiennes,Total DAC
Fondation Raoul Follereau,Total DAC
Foundation for European Development Assistance,Total DAC
Foundation for the Future,Total DAC
Foundation for the Peoples of the South Pacific International,Total DAC
Foundation for the Refugee Trust,Total DAC
Foundation Limmat,Total DAC
Foundation Politeon,Total DAC
Foundation Signs,Total DAC
Foundation Together,Total DAC
FPL Group Foundation,Total DAC
Fred Hollows Foundation,Total DAC
Friends Foundation,Total DAC
FSS,Total DAC
Fundación Amalaka,Total DAC
Fundación Antonio Restrepo Barco,Total DAC
Fundación Apoyar,Total DAC
Fundacion APY,Total DAC
FUNDACION CIPPEC,Total DAC
Fundacion de Beneficencia Capacitas,Total DAC
Fundacion Imagina,Total DAC
Fundación Mi Sangre,Total DAC
Fundación Ojos del Mundo,Total DAC
Fundacion Promocion Social de la Cultura,Total DAC
GE Foundation,Total DAC
Georg Dechentreiter Wohlfahrtsstiftung,Total DAC
Georg Fischer (Clean Water Foundation),Total DAC
GHESKIO Centers,Total DAC
Global Children Foundation,Total DAC
Global Earthquake Model Foundation,Total DAC
Global Health Foundation,Total DAC
